instruction,output,input,id,dataset_name
"Please answer this: Here's a complex question that requires someone to reason about the input, can you answer it? The Battle of Aden International Airport broke out when Army units loyal to former president Ali Abdullah Saleh attacked an airport in which country?
++++++++
Answer: Yemen


Problem: Here's a complex question that requires someone to reason about the input, can you answer it? Which airport is a key component to 7th least corrupt economy in the world?

A: Aviation in Singapore


Problem: Given the question: Here's a complex question that requires someone to reason about the input, can you answer it? What band had their album Groovy, Laidback and Nasty released by a record label founded by the Carl Lindström Company?
++++++++++++++++++++++++++++++++
The answer is:
Cabaret Voltaire


input question: Here's a complex question that requires someone to reason about the input, can you answer it? The River Fiddich flows near the 15th century castle located in what Scottish town????
output answer: Moray


Here's a complex question that requires someone to reason about the input, can you answer it? What was the occupation of Artine Artinian's friend who immortalized him in the play ""The Best Man""?
----
Answer: writer


Q: Here's a complex question that requires someone to reason about the input, can you answer it? How many specials were aired on the series that Buddy Van Horn doubled for Guy Williams on?
A:",[No Retrieval]4 hour-long specials[Utility:5],,flan_v2_48793,flan_v2
"Given the question: What type of details about cole de vries  can be gathered from the following bio?  Bio: cole william de vries -lrb- born february 12 , 1985 -rrb- is an american former professional baseball pitcher . de vries signed with the twins as a non-drafted free agent out of the university of minnesota on august 22 , . he played in major league baseball with the minnesota twins . he is tall and weighs .
The answer is:",[No Retrieval]- finalteam - finalyear - statlabel - position - statvalue - caption - throws - bats - debutdate - debutteam - birth date - finaldate - name - image - birth place - debutyear[Utility:5],,flan_v2_41277,flan_v2
"Given the task definition, example input & output, solve the new input case.
In this task, you have given an input which is user's command or question, based on that you have to return what will be Agent's response/reply for that particular user's command or question
Example: Hi Does R House have a full bar? I'm unable to find whether R. House has a full bar. You'll have to contact them.
The user has asked about the R House, and Agent has replied to it correctly

New input case for you: reschedule my next meeting with Henry to a later date",[No Retrieval]I didn't find any events with Henry.[Utility:5],,flan_v2_83080,flan_v2
"In this task you are given a premise and two alternatives in Turkish. You must choose the alternative that is more plausibly the cause or effect of the situation described by the premise. The input format is ""premise
(1)alternative_1(2)alternative_2"", the output should either be ""1"" or ""2"" based on your judgment.
Q: Kadın kelime işlemci bir yazım hatası yaptı.
(1)Belgeyi sildi.(2)Geri tuşuna bastı.
A: ",[No Retrieval]2[Utility:5],,flan_v2_73609,flan_v2
"Sentence: Agnes Ward White died at Parkersburg, West Virginia.

Question: What structured data could we extract from this sentence?

A: Agnes Ward White, deathPlace, Parkersburg, West Virginia


Sentence: Avocado is part of the Lauraceae family and is of the genus Persea. It is an ingredient in the Colombian dish Bandeja paisa which originates from the Paisa region.

Question: What structured data could we extract from this sentence?

A: Bandeja paisa, ingredient, Avocado; Avocado, genus, Persea; Bandeja paisa, country, Colombian cuisine; Avocado, family, Lauraceae; Bandeja paisa, region, Paisa Region


Sentence: California uses the spoken language of English and is the location of Antioch. The city is part of Contra Costa County and is led by the United States House of Representatives (part of the United States Congress).

Question: What structured data could we extract from this sentence?

A:","[No Retrieval]Antioch, California, isPartOf, California; California, language, English language; United States House of Representatives, isPartOf, United States Congress; Antioch, California, isPartOf, Contra Costa County, California; Antioch, California, leaderTitle, United States House of Representatives[Utility:5]",,flan_v2_10433,flan_v2
"Teacher:You are given a passage. Using the information present in the passage, you need to classify it into one of the 10 topics: 0 - 'Society & Culture', 1 - 'Science & Mathematics', 2 - 'Health', 3 - 'Education & Reference', 4 - 'Computers & Internet', 5 - 'Sports', 6 - 'Business & Finance', 7 - 'Entertainment & Music', 8 - 'Family & Relationships', 9 - 'Politics & Government'.
Teacher: Now, understand the problem? Solve this instance: ""So policemen are just those who catch or apprehend criminals, a worthy occupation. And a copper is someone who seizes, a usage first recorded in Britain in 1846."" - thus we have the word ""cop""
Student:",[No Retrieval]3[Utility:5],,flan_v2_81527,flan_v2
"Can we conclude from ""A man with a radio trims a bush outdoors."" that ""A woman is pushing a lawnmower outdoors.""?
Options:
- yes
- no
- it is not possible to tell A step-by-step solution is:","[No Retrieval]The man wouldn't trim a bush while the woman is pushing a lawnmower.
[No Retrieval]The final answer: no.[Utility:5]",,flan_v2_92049,flan_v2
"Question: Title: Do not buy this rubbish Review: This is the worst electronic item I have ever bought. I have had it for 4 months and I now cannot transfer any music to the Jukebox, despite repeated attempts to resolve the problem with Creative.Do not buy this, save up for something else instead. By the way I only gave it one star because I can't give it no stars ! Is the review positive or negative?
Answer:",[No Retrieval]Negative[Utility:5],,flan_v2_62839,flan_v2
"A text is given in English. Translate it from the English language to the Gujarati language. The translation must not omit or add information to the original sentence.

[EX Q]: આકારણી કેમ્પ દરમિયાન મેગા એડીઆઇપી કેમ્પમાં ઓછામાં ઓછા કુલ 18430 લાભાર્થીઓની ઓળખ કરવામાં આવી છે.
[EX A]: In the Mega ADIP Camp at least total number of 18430 beneficiaries have been identified in the assessment camps.

[EX Q]: ખાનગી સેટેલાઇટ ટીવી ન્યૂઝ ચેનલ્સો સાઇન લેંગ્વેજ ઇન્ટરપ્રિટેશન સાથે સ્વતંત્રતા દિવસની ઉજવણી પરનાં કાર્યક્રમોનું પ્રસારણ કરશે
[EX A]: Private Satellite News TV channels to telecast programme on Independence Day Celebrations with sign language interpretation

[EX Q]: ભારત અને પોલેન્ડ વચ્ચે નાગરિક ઉડ્ડયન સહકાર માટેની સમજૂતિને કેબેનેટની મંજૂરી
[EX A]:","[No Retrieval]Cabinet Cabinet approves MoU between India and Poland for the promotion of Civil Aviation Cooperation

[Utility:5]",,flan_v2_84738,flan_v2
"a: To answer the question, consider the following: The current minister of Education, Science and Technology is Giriraj Mani Pokharel, who has already had this post in the first Oli cabinet in 2015.
Giriraj Mani Pokharel
q: The Ministry of Education, Science and Technology (Nepali: शिक्षा, विज्ञान तथा प्रविधि मन्त्रालय) is a governmental body of Nepal responsible for the overall development of education in Nepal. The ministry is responsible for formulating educational policies and plans and managing and implementing them across the country through the institutions under it. In 2018, under the second Oli cabinet, the portfolio of the ministry was enlarged and the portfolios of Science and Technology were added to the then Ministry of Education, while the Ministry of Science and Technology was discontinued. The current minister of Education, Science and Technology is Giriraj Mani Pokharel, who has already had this post in the first Oli cabinet in 2015.

Who is the present education minister of nepal?

a: The important part for answering this question is: It employs over 9000 people in its 94 branches in Pakistan.
94
q:","[Retrieval]<paragraph>Ministry of Education, Science and Technology (Nepal)
Education, Science and Technology is Giriraj Mani Pokharel, who has already had this post in the first Oli cabinet in 2015. This is a list of all ministers of Education since the Nepalese Constituent Assembly election in 2013: Ministry of Education, Science and Technology (Nepal) The Ministry of Education, Science and Technology (Nepali: शिक्षा, विज्ञान तथा प्रविधि मन्त्रालय) is a governmental body of Nepal responsible for the overall development of education in Nepal. The ministry is responsible for formulating educational policies and plans and managing and implementing them across the country through the institutions under it. In 2018, under the</paragraph>[Relevant]It is Pakistan's oldest and largest foreign commercial bank.[No support / Contradictory][Retrieval]<paragraph>Ministry of Education, Science and Technology (Nepal)
Education, Science and Technology is Giriraj Mani Pokharel, who has already had this post in the first Oli cabinet in 2015. This is a list of all ministers of Education since the Nepalese Constituent Assembly election in 2013: Ministry of Education, Science and Technology (Nepal) The Ministry of Education, Science and Technology (Nepali: शिक्षा, विज्ञान तथा प्रविधि मन्त्रालय) is a governmental body of Nepal responsible for the overall development of education in Nepal. The ministry is responsible for formulating educational policies and plans and managing and implementing them across the country through the institutions under it. In 2018, under the</paragraph>[Relevant]Answer this question based on the passage: how many branches of standard chartered bank in pakistan?[No support / Contradictory][Utility:5]",,flan_v2_96390,flan_v2
